Ref,Status,Location,Description,Created,Target,Type,To Organisation,To Package,Status Changed,Association,OverDue,Images,Comments,Documents
T80506.217,Verified Complete (w/Photo),Annex Level 1 AE101>138 - Folding,"Clean glass above door ",2023-01-19,2023-01-26,Final Punch List,"Westland Construction, Inc.",,2023-02-17,,False,True,False,False
T80506.216,Verified Complete (w/Photo),Annex Level 1 AE101>137 - Jan,"Cover plate missing for receptacle ",2023-01-19,2023-01-26,Final Punch List,Wilkinson Electric Inc,Electrical,2023-01-31,,False,True,False,False
T80506.214,Verified Complete (w/Photo),Annex Level 1 AE101>136 - Instruction - Brother,"General note (all base joints in Bldg): Seams between stone base not acceptable/per spec (1/32”), caulking not acceptable *GHID Item*  ",2023-01-19,2023-01-26,Final Punch List,"Global Stone and Tile, LLC",Interior Stone -- Global Stone,2023-02-13,,False,True,False,False
T80506.212,Verified Complete (w/Photo),Annex Level 1 AE101>138 - Folding,Wall sconces potentially at wrong height & not centered? Both sides of hallway. Verify if change from interior elevation drawing? *GHID Item*,2023-01-19,2023-01-26,Final Punch List,"Westland Construction, Inc.",,2023-02-01,,False,True,True,False
T80948.19,Verified Complete (w/Photo),Annex Level 1 AE101>163 - Waiting,What is that? A nail? A bug? Above the glass on the north wall,2023-01-18,2023-01-25,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2023-02-15,,False,True,True,False
T80344.95,Verified Complete (w/Photo),Annex Level 1 AE101>163 - Waiting,Outlet plate not flush on wall.,2023-01-18,2023-01-25,Final Punch List,Wilkinson Electric Inc,,2023-02-07,,False,True,True,False
T80948.18,Verified Complete (w/Photo),Annex Level 1 AE101>165 - Brides,Paint touch up,2023-01-18,2023-01-25,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-17,,False,True,True,False
T80344.94,Verified Complete (w/Photo),Annex Level 1 AE101>163 - Waiting,Need door bumpers typical throughout,2023-01-18,2023-01-25,Final Punch List,Fetzers' Inc.,,2023-02-17,,False,True,False,False
T78240.96,Verified Complete (w/Photo),Annex Level 1 AE101>166 - Lockers,Trim Carpet,2023-01-18,2023-01-25,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2023-02-08,,False,True,False,False
T80948.17,Verified Complete (w/Photo),Annex Level 1 AE101>175 - Dressing,J-box for wall sconce wobbles,2023-01-18,2023-01-25,Final Punch List,Wilkinson Electric Inc,Electrical,2023-02-02,,False,False,True,False
T80948.16,Verified Complete (w/Photo),Annex Level 1 AE101>173 - Dressing,J-box for wall sconce wobbles,2023-01-18,2023-01-25,Final Punch List,Wilkinson Electric Inc,Electrical,2023-02-02,,False,False,True,False
T80344.93,Verified Complete (w/Photo),Annex Level 1 AE101>164 - Restroom,Grout at wall tile looks rough throughout restroom,2023-01-18,2023-01-25,Final Punch List,"Global Stone and Tile, LLC",,2023-01-27,,False,True,False,False
T80948.15,Verified Complete (w/Photo),Annex Level 1 AE101>173 - Dressing,J-box for wall sconce wobbles,2023-01-18,2023-01-25,Final Punch List,Wilkinson Electric Inc,Electrical,2023-02-02,,False,False,True,False
T80948.14,Verified Complete (w/Photo),Annex Level 1 AE101>175 - Dressing,J-box for wall sconce wobbles,2023-01-18,2023-01-25,Final Punch List,Wilkinson Electric Inc,Electrical,2023-02-02,,False,True,True,False
T78240.95,Verified Complete (w/Photo),Annex Level 1 AE101>167 - Lockers,Trim Carpet,2023-01-18,2023-01-25,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2023-02-07,,False,True,False,False
T80948.13,Verified Complete (w/Photo),Annex Level 1 AE101>165 - Brides,J-box for wall sconce wobbles,2023-01-18,2023-01-25,Final Punch List,Fetzers' Inc.,"Finish Carpentry ",2023-02-17,,False,True,False,False
T78240.94,Verified Complete (w/Photo),Annex Level 1 AE101>165 - Brides,"Clean Paint Overspray Bottom of Millwork — Typical ",2023-01-18,2023-01-25,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-17,,False,True,False,False
T80948.12,Verified Complete (w/Photo),Annex Level 1 AE101>165 - Brides,Carpet adhesive on base - multiple locations,2023-01-18,2023-01-25,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2023-02-17,,False,True,False,False
T80948.11,Opened,Annex Level 1 AE101>165 - Brides,Scratched glass,2023-01-18,2023-01-25,Final Punch List,Re-View,Exterior Windows,2023-01-18,,True,False,True,False
T80948.10,Verified Complete (w/Photo),Annex Level 1 AE101>170 - Lockers,"Warped door needs to be adjusted ",2023-01-18,2023-01-25,Final Punch List,Fetzers' Inc.,"Finish Carpentry ",2023-02-23,,False,False,False,False
T80948.9,Verified Complete (w/Photo),Annex Level 1 AE101>169 - Dressing,J-box for wall sconce wobbles,2023-01-18,2023-01-25,Final Punch List,Wilkinson Electric Inc,Electrical,2023-02-02,,False,False,True,False
T80948.8,Verified Complete (w/Photo),Annex Level 1 AE101>167 - Lockers,"Warped door needs to be adjusted ",2023-01-18,2023-01-25,Final Punch List,Fetzers' Inc.,"Finish Carpentry ",2023-02-23,,False,True,False,False
T80948.7,Verified Complete (w/Photo),Annex Level 1 AE101>170 - Lockers,"Warped door needs to be adjusted ",2023-01-18,2023-01-25,Final Punch List,Fetzers' Inc.,"Finish Carpentry ",2023-02-23,,False,True,False,False
T78240.93,Verified Complete (w/Photo),Annex Level 1 AE101>175 - Dressing,Missing door stop,2023-01-18,2023-01-25,Final Punch List,Fetzers' Inc.,,2023-02-07,,False,True,False,False
T78240.92,Verified Complete (w/Photo),Annex Level 1 AE101>174 - Dressing,Missing door stop,2023-01-18,2023-01-25,Final Punch List,Fetzers' Inc.,,2023-02-07,,False,True,False,False
T78240.91,Verified Complete (w/Photo),Annex Level 1 AE101>172 - Dressing,Missing door stop,2023-01-18,2023-01-25,Final Punch List,Fetzers' Inc.,,2023-02-07,,False,False,False,False
T78240.90,Verified Complete (w/Photo),Annex Level 1 AE101>173 - Dressing,Missing door stop,2023-01-18,2023-01-25,Final Punch List,Fetzers' Inc.,,2023-02-07,,False,True,False,False
T78240.89,Verified Complete (w/Photo),Annex Level 1 AE101>173 - Dressing,"Missing screws on handle plates ",2023-01-18,2023-01-25,Quality Control,Fetzers' Inc.,,2023-02-07,,False,True,False,False
T78240.88,Verified Complete (w/Photo),Annex Level 1 AE101>172 - Dressing,"Missing screws on handle plates ",2023-01-18,2023-01-25,Quality Control,Fetzers' Inc.,,2023-02-07,,False,True,False,False
T80344.92,Verified Complete (w/Photo),Annex Level 1 AE101>166 - Lockers,Need rods installed in all cabinets,2023-01-18,2023-01-25,Final Punch List,Fetzers' Inc.,,2023-02-07,,False,True,False,False
T80948.5,Verified Complete (w/Photo),Annex Level 1 AE101>165 - Brides,Dent in the window jamb,2023-01-18,2023-01-25,Final Punch List,Re-View,,2023-02-17,,False,True,True,False
T78240.87,Verified Complete (w/Photo),Annex Level 1 AE101>174 - Dressing,"Missing screws on handle plates ",2023-01-18,2023-01-25,Quality Control,Fetzers' Inc.,,2023-02-07,,False,True,False,False
T80948.3,Verified Complete (w/Photo),Annex Level 1 AE101>168 - Dressing,J-box for wall sconce wobbles,2023-01-18,2023-01-25,Final Punch List,Wilkinson Electric Inc,Electrical,2023-02-02,,False,True,True,False
T80948.1,Verified Complete (w/Photo),Annex Level 1 AE101>165 - Brides,Carpet adhesive on base - multiple locations,2023-01-18,2023-01-25,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2023-02-17,,False,True,False,False
T77364.48,Verified Complete (w/Photo),Site Main>Site Area F,Remove paver duct tape,2023-01-17,2023-01-24,Quality Control,"IMS Masonry, Inc.",Pavers,2023-02-13,,False,True,False,False
T77364.47,Complete,Site Main>Site Area F,Caulk joint rejected. Please review all caulk joints for quality,2023-01-17,2023-01-24,Quality Control,"IMS Masonry, Inc.",Exterior Stone,2023-01-23,,True,True,False,False
T77364.46,Verified Complete (w/Photo),Site Main>Site Area F,Caulk joint rejected. Please review all caulk joints for quality,2023-01-17,2023-01-24,Quality Control,"IMS Masonry, Inc.",Exterior Stone,2023-02-13,,False,True,False,False
T77364.45,Complete,Site Main>Site Area F,Caulk joint rejected,2023-01-17,2023-01-24,Quality Control,"IMS Masonry, Inc.",Exterior Stone,2023-01-23,,True,False,False,False
T77364.44,Complete,Site Main>Site Area F,Caulk joint rejected,2023-01-17,2023-01-24,Quality Control,"IMS Masonry, Inc.",Exterior Stone,2023-01-23,,True,True,False,False
T77364.43,Complete,Site Main>Site Area F,Caulk joint rejected,2023-01-17,2023-01-24,Quality Control,"IMS Masonry, Inc.",Exterior Stone,2023-01-23,,True,True,False,False
T77364.42,Verified Complete (w/Photo),Site Main>Site Area E,Remove paver duct tape,2023-01-17,2023-01-24,Quality Control,"IMS Masonry, Inc.",Pavers,2023-02-13,,False,True,False,False
T77364.41,Verified Complete (w/Photo),Site Main>Site Area E,Remove paver duct tape,2023-01-17,2023-01-24,Quality Control,"IMS Masonry, Inc.",Pavers,2023-02-13,,False,True,False,False
T77364.40,Opened,Site Main>Site Area H,Raise level of rock mulch due to pavers being raised,2023-01-17,2023-01-24,Quality Control,"Stratton & Bratt Landscapes, LLC.",Landscape,2023-01-17,,True,True,False,False
T77364.39,Verified Complete (w/Photo),Site Main>Site Area H,Palm tree light fell over,2023-01-17,2023-01-24,Quality Control,Wilkinson Electric Inc,Electrical,2023-02-13,,False,True,True,False
T77364.38,Verified Complete (w/Photo),Site Main>Site Area J,Remove paver duct tape,2023-01-17,2023-01-24,Quality Control,"IMS Masonry, Inc.",Pavers,2023-02-13,,False,True,False,False
T77364.37,Opened,Site Main>Site Area J,Clean excess concrete,2023-01-17,2023-01-24,Quality Control,"Innovative Concrete, LLC",Concrete,2023-01-17,,True,True,False,False
T77364.36,Opened,Site Main>Site Area J,Paint bolts to match bench,2023-01-17,2023-01-24,Quality Control,"Stratton & Bratt Landscapes, LLC.",Landscape,2023-01-17,,True,True,False,False
T77364.35,Opened,Site Main>Site Area J,"Clean up from concrete demo, replaced damaged plants, and replace pavers",2023-01-17,2023-01-24,Quality Control,Sunroc Corporation,,2023-01-17,,True,True,False,False
T77364.34,Opened,Site Main>Site Area M,"Clean excess concrete around ",2023-01-17,2023-01-24,Quality Control,"Innovative Concrete, LLC",Concrete,2023-01-17,,True,True,False,False
T1.9726459,Complete,Annex Level 0AE100,"Site Observation Report 11/17/2022, Item 4:
Circuit Labels HC Pumps Switches: The switches for the HC circulation pumps near the Air Handlers need circuit labels installed. See Photo 5. ",2023-01-16,2023-01-23,Field Report Task,Wilkinson Electric Inc,Electrical,2023-01-18,,True,False,True,
T1.9726458,Verified Complete (w/Photo),Annex Level 0AE100,"Site Observation Report 11/17/2022, Item 3:
Missing Electrical Box Cover: The cover on the electrical box is missing near the chiller. See Photo 4. ",2023-01-16,2023-01-23,Field Report Task,US Mechanical,HVAC,2023-02-10,,False,True,True,
T1.9726457,Verified Complete (w/Photo),Annex Level 0AE100,"Site Observation Report 11/17/2022, Item 2:
HDSP Switch Interference: The High Duct Static Pressure switch reset is located close to the vertical piping of the Steam 
Generator of AHU4. If movement of the steam line occurs is there a possibility of it pushing the reset? Can the HDS switch be moved a short distance to avoid a potential problem? See Photo 3. ",2023-01-16,2023-01-23,Field Report Task,US Mechanical,HVAC,2023-02-10,,False,False,True,
T1.9726456,Verified Complete (w/Photo),Annex Level 0AE100,"Site Observation Report 11/28/2022, Item 1:
Seismic Restraints Disconnected or Loose:  The seismic straps located on the support unistrut for the ductwork near 
AHU4 has been disconnected. This has been repaired while I was at the site. Additional restraints are loose in different locations. See Photos 1 and 2. ",2023-01-16,2023-01-23,Field Report Task,US Mechanical,HVAC,2023-02-10,,False,False,True,
T1.9726455,Verified Complete (w/Photo),Annex Level 0AE100,"Site Observation Report 2022-12-21, Item 13:
AHU-1 Fan Faults: The AHU-1 Supply Fans and Return Fans are in fault and need to be corrected. ",2023-01-16,2023-01-23,Field Report Task,US Mechanical,HVAC,2023-02-10,,False,False,False,
T1.9726454,Verified Complete (w/Photo),Annex Level 0AE100,"Site Observation Report 2022-12-21, Item 12:
RL-1 Louver Air Leakage: The ductwork around the louver RL-1, north mechanical room, leaks air and needs to be sealed with duct sealant. See Photo 14. ",2023-01-16,2023-01-23,Field Report Task,US Mechanical,HVAC,2023-02-10,,False,True,True,
T1.9726453,Opened,Annex Level 0AE100,"Site Observation Report 2022-12-21, Item 11:
Piping Labeling: The piping that is accessible through ceiling access doors should be labeled according to Identification for Plumbing Piping Specification, paragraph 3.3 C.4. See Photo 13. ",2023-01-16,2023-01-23,Field Report Task,US Mechanical,HVAC,2023-01-16,,True,True,True,
T1.9726452,Complete,Annex Level 0AE100,"Site Observation Report 2022-12-21, Item 10:
Boiler Disconnect Permanent Labels: Missing permanent labels on the Boiler Disconnects. See Photo 12. ",2023-01-16,2023-01-23,Field Report Task,Wilkinson Electric Inc,Electrical,2023-01-17,,True,True,True,
T1.9726451,Verified Complete (w/Photo),Annex Level 0AE100,"Site Observation Report 2022-12-21, Items 9:
FC-0-18B Air Filter Removal: Fan Coil FC-0-18B air filter may be difficult to remove without damage to filter due location of pipe and insulation. Also, is the filter the correct type for final filter? See Photo 11. ",2023-01-16,2023-01-23,Field Report Task,US Mechanical,HVAC,2023-02-17,,False,True,True,
T1.9726450,Verified Complete (w/Photo),Annex Level 0AE100,"Site Observation Report 2022-12-21, Item 8:
Missing Thermometer AHU-3 CHW line: There appear to be a missing thermometer for one of the CHW lines of AHU-3. See Photo 10. ",2023-01-16,2023-01-23,Field Report Task,US Mechanical,HVAC,2023-02-17,,False,True,True,
T1.9726449,Complete,Annex Level 0AE100,"Site Observation Report 2022-12-21, Item 7:
Natural-Gas Piping Painting: All exposed, exterior, and interior metal natural-gas piping required to be painted per Specification 23 1123, paragraph 3.10. See Photos 8 and 9. 
",2023-01-16,2023-01-23,Field Report Task,"Accent Painting and Special Coatings, LLC",Paint,2023-01-17,,True,True,True,
T1.9726448,Verified Complete (w/Photo),Annex Level 0AE100,"Site Observation Report 2022-12-21, Item 6:
CT-2 Leaking Valve: The Condenser Water Valve is leaking on CT-02. See photos 6 and 7.",2023-01-16,2023-01-23,Field Report Task,US Mechanical,HVAC,2023-02-17,,False,True,True,
T1.9726447,Verified Complete (w/Photo),Annex Level 0AE100,"Site Observation Report 2022-12-22, Item 5:
Damaged Pipe Insulation: The pipe insulation by Chiller 3 is damaged and needs to be repaired. See Photo 5. ",2023-01-16,2023-01-23,Field Report Task,US Mechanical,HVAC,2023-02-17,,False,True,False,
T1.9726446,Verified Complete (w/Photo),Annex Level 0AE100,"Site Observation Report 2022-12-21, Item 4:
CH-3 Thermometers: All liquid-in-glass thermometers are required to be Die Cast Aluminum or Brass per Specification 23 0519, paragraph 2.1. See Photo 4. ",2023-01-16,2023-01-23,Field Report Task,US Mechanical,HVAC,2023-02-23,,False,True,True,
T1.9726445,Complete,Annex Level 0AE100,"Site Observation Report 2021-12-21, Item 3:
Pressure Gauges: Several pressure gauges in multiple areas of the Temple and Annex are the incorrect type, they are required to be Liquid-filled type per Specification 23 0519, paragraph 2.3. See Photo 3. ",2023-01-16,2023-01-23,Field Report Task,US Mechanical,HVAC,2023-01-18,,True,True,True,
T1.9726444,Complete,Annex Level 0AE100,"Site Observation Report 2022-12-21, Item 2:
Permanent Labeling of sensors: Add permanent labels for AHU’s sensors, and safety devices. See Photo 2. ",2023-01-16,2023-01-23,Field Report Task,US Mechanical,HVAC,2023-01-25,,True,True,True,
T1.9726443,Verified Complete (w/Photo),Annex Level 0AE100,"Site Visit Report 12/29/2022, Item 1:
AHU1 Missing Pipe Support: Above AHU1, remove piece of pvc pipe under heat piping and install proper pipe support and complete with proper pipe insulation. ",2023-01-16,2023-01-23,Field Report Task,US Mechanical,HVAC,2023-02-22,,False,True,True,
T77364.33,Opened,Site Main,Clean up Concrete splattered on annex wall,2023-01-16,2023-01-23,Quality Control,"Innovative Concrete, LLC",Concrete,2023-01-16,,True,True,False,False
T77364.32,Opened,Site Main>Site Area I,Chipped concrete was caulked over.,2023-01-16,2023-01-23,Quality Control,"Innovative Concrete, LLC",Concrete,2023-01-16,,True,True,True,False
T77364.31,Verified Complete (w/Photo),Site Main>Site Area D,Ground wire needs to be cored through wall,2023-01-16,2023-01-23,Quality Control,Wilkinson Electric Inc,Electrical,2023-02-24,,False,True,True,False
T77364.30,Opened,Site Main>Site Area D,Clean concrete splashed on building,2023-01-13,2023-01-20,Quality Control,"Innovative Concrete, LLC",Concrete,2023-01-13,,True,True,False,False
T77364.29,Verified Complete (w/Photo),Site Main>Site Area D,Fix elevation of clean out and finish,2023-01-13,2023-01-20,Quality Control,US Mechanical,Plumbing,2023-02-02,,False,True,False,False
T77364.28,Verified Complete (w/Photo),Site Main>Site Area D,Extra expansion joint material,2023-01-13,2023-01-20,Quality Control,"Innovative Concrete, LLC",Concrete,2023-02-02,,False,True,False,False
T77364.27,Opened,Site Main>Site Area D,Leftover concrete on sidewalk,2023-01-13,2023-01-20,Quality Control,"Innovative Concrete, LLC",Concrete,2023-01-13,,True,True,False,False
T77364.26,Verified Complete (w/Photo),Site Main>Site Area G,Tree has grown cricked.  Does not meet temple quality.,2023-01-13,2023-01-20,Quality Control,"Stratton & Bratt Landscapes, LLC.",Landscape,2023-02-17,,False,True,False,False
T80506.211,Verified Complete (w/Photo),Historical Level 5 AE105>526 - Instruction 16,"Repair golf leaf on ceiling ",2023-01-13,2023-01-20,Quality Control,"Finessed Finishes, Inc.",Gold Leafing -- Finessed Finishes,2023-02-13,,False,True,False,False
T80506.210,Verified Complete (w/Photo),Historical Level 5 AE105>525 - Instruction 15,"Repair golf leaf on ceiling ",2023-01-13,2023-01-20,Quality Control,"Finessed Finishes, Inc.",Gold Leafing -- Finessed Finishes,2023-02-13,,False,True,False,False
T77364.25,Verified Complete (w/Photo),Site Main>Site Area D,Wielding burned concrete,2023-01-13,2023-01-20,Quality Control,Ducworks,Decorative Metal -- Ducworks,2023-02-02,,False,True,True,False
T77364.24,Verified Complete (w/Photo),Site Main>Site Area D,Wielding burned concrete,2023-01-13,2023-01-20,Quality Control,Ducworks,Decorative Metal -- Ducworks,2023-02-02,,False,True,True,False
T80506.209,Verified Complete (w/Photo),Annex Level 1 AE101>154 - Dressing - Women,"Remove tape from ceiling grid ",2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-01-31,,False,True,False,False
T80506.207,Opened,Annex Level 1 AE101>154 - Dressing - Women,Finish locker install,2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",Westland -- Annex,2023-01-11,,True,True,False,False
T80506.206,Verified Complete (w/Photo),Annex Level 1 AE101>154 - Dressing - Women,Check ceiling tiles - typ,2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-02-17,,False,True,False,False
T80506.205,Verified Complete (w/Photo),Annex Level 1 AE101>154 - Dressing - Women,Locker touchups - typ,2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-02-17,,False,True,False,False
T80506.204,Verified Complete (w/Photo),Annex Level 1 AE101>154 - Dressing - Women,"End panel color doesn’t match lockers ",2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-02-17,,False,True,False,False
T80506.203,Verified Complete (w/Photo),Annex Level 1 AE101>154 - Dressing - Women,"End panel color doesn’t match lockers ",2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-02-17,,False,True,False,False
T80506.202,Verified Complete (w/Photo),Annex Level 1 AE101>154 - Dressing - Women,Carpet not installed on top of lockers - typ,2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-02-17,,False,True,True,False
T80506.200,Verified Complete (w/Photo),Annex Level 1 AE101>154 - Dressing - Women,"End panel color doesn’t match lockers ",2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-02-17,,False,True,False,False
T80506.199,Verified Complete (w/Photo),Annex Level 1 AE101>135 - Workers Dressing - Men,Paint touchup - typ this room,2023-01-11,2023-01-18,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-02-17,,False,True,False,False
T80506.198,Verified Complete (w/Photo),Annex Level 1 AE101>135 - Workers Dressing - Men,Check ceiling tiles - typ,2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-02-17,,False,True,False,False
T80506.197,Verified Complete (w/Photo),Annex Level 1 AE101>135 - Workers Dressing - Men,Carpet not installed on top of lockers - typ,2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-02-17,,False,True,True,False
T80506.196,Verified Complete (w/Photo),Annex Level 1 AE101>135 - Workers Dressing - Men,"Carpet base not installed around locker, tile missing ",2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-01-31,,False,True,False,False
T80506.194,Verified Complete (w/Photo),Annex Level 1 AE101>135 - Workers Dressing - Men,Locker touchups - typ,2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-02-17,,False,True,False,False
T80506.193,Verified Complete (w/Photo),Annex Level 1 AE101>141 - Dressing Men,Check ceiling tiles - typ,2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-02-17,,False,True,False,False
T80506.192,Verified Complete (w/Photo),Annex Level 1 AE101>141 - Dressing Men,"Locker end piece not installed ",2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-02-17,,False,True,False,False
T80506.191,Verified Complete (w/Photo),Annex Level 1 AE101>141 - Dressing Men,"Locker door rubs on hinge ",2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-02-17,,False,True,False,False
T80506.189,Verified Complete (w/Photo),Annex Level 1 AE101>141 - Dressing Men,"Locker door rubs on hinge ",2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-02-17,,False,True,False,False
T80506.187,Verified Complete (w/Photo),Annex Level 1 AE101>141 - Dressing Men,"Locker touchups ",2023-01-11,2023-01-18,Quality Control,"Westland Construction, Inc.",,2023-02-17,,False,True,False,False
T80506.185,Verified Complete (w/Photo),Annex Level 1 AE101>141 - Dressing Men,Paint touchup - typ this room,2023-01-11,2023-01-18,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-02-17,,False,True,False,False
T80506.184,Opened,Annex Level 1 AE101>141 - Dressing Men,Carpet not installed on top of lockers - typ,2023-01-11,2023-01-18,Quality Control,The Church Of Jesus Christ Of Latter Day Saints,FFE -- Carpet,2023-01-11,,True,True,False,False
T80506.183,Verified Complete (w/Photo),Annex Level 1 AE101>141 - Dressing Men,Cleanout Escutcheon Needed  DONE 1-12-23 see attached,2023-01-11,2023-01-18,Quality Control,US Mechanical,Plumbing,2023-01-13,,False,True,False,False
T80344.91,Verified Complete (w/Photo),Historical Level 5 AE105,Exterior crack below window,2023-01-06,2023-01-13,Quality Control,R. Phillips Plastering LLC,Plaster,2023-02-21,,False,True,True,False
T80344.90,Verified Complete (w/Photo),Historical Level 2 AE102>219 - Instruction 3,Broken pane in transom window,2023-01-06,2023-01-13,Quality Control,"Jones Paint & Glass, Inc.",,2023-02-13,,False,True,False,False
T80506.182,Verified Complete (w/Photo),Historical Level 2 AE102>225 - NE Stair Tower,"Open electrical box ",2022-12-29,2023-01-05,Quality Control,Wilkinson Electric Inc,,2023-02-10,,False,True,False,False
T78240.86,Verified Complete (w/Photo),Historical Level 4 AE104>414 - NE Stair Tower,Paint touch up/caulk,2022-12-29,2023-01-05,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-02-17,,False,True,False,False
T80506.181,Verified Complete (w/Photo),Historical Level 2 AE102>211 - Instruction Room B,"Recurring crack in window casing ",2022-12-29,2023-01-05,Quality Control,R. Phillips Plastering LLC,,2023-02-13,,False,True,True,False
T80506.180,Verified Complete (w/Photo),Historical Level 5 AE105>Level 5 NE Stair Tower,"FS escutcheon needs to be adjusted ",2022-12-29,2023-01-05,Quality Control,Broken Arrow Construction Corporation,Fire Suppression,2023-02-27,,False,True,False,False
T78240.85,Verified Complete (w/Photo),Historical Level 5 AE105>Level 5 NE Stair Tower,Upgrade accommodation for existing tenants/this temple resident doesn’t have a badge,2022-12-29,2023-01-05,Quality Control,"Westland Construction, Inc.",N/A -- Not to Complete,2023-02-27,,False,True,False,False
T80506.179,Verified Complete (w/Photo),Historical Level 5 AE105>Level 5 NE Stair Tower,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2023-01-27,,False,True,True,False
T80506.178,Verified Complete (w/Photo),Historical Level 5 AE105,"Gap between bottom casing and floor, direction needed on how to address ",2022-12-29,2023-01-05,Quality Control,"Westland Construction, Inc.",N/A -- Not to Complete,2023-02-27,,False,True,False,False
T78240.84,Verified Complete (w/Photo),Historical Level 5 AE105,Bubbled paint,2022-12-29,2023-01-05,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2023-02-27,,False,True,False,False
T78240.83,Opened,Historical Level 5 AE105>Level 5 NE Stair Tower,Finish stair shoe,2022-12-29,2023-01-05,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2022-12-29,,True,True,True,False
T80506.177,Verified Complete (w/Photo),Historical Level 5 AE105>Level 5 NE Stair Tower,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2023-01-27,,False,True,True,False
T80506.176,Verified Complete (w/Photo),Historical Level 5 AE105>Level 5 NE Stair Tower,"Receptacle missing cover plate ",2022-12-29,2023-01-05,Quality Control,Wilkinson Electric Inc,Electrical,2023-02-27,,False,True,False,False
T80506.175,Verified Complete (w/Photo),Historical Level 5 AE105>515 - Elec.,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2023-02-14,,False,True,True,False
T80506.174,Verified Complete (w/Photo),Historical Level 5 AE105>509 - Instruction 5,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2023-02-13,,False,True,True,False
T80506.173,Verified Complete (w/Photo),Historical Level 5 AE105>510 - Instruction 6,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2023-02-13,,False,True,True,False
T80506.172,Verified Complete (w/Photo),Historical Level 5 AE105>511 - Instruction 7,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2023-02-13,,False,True,True,False
T80506.171,Verified Complete (w/Photo),Historical Level 5 AE105>512 - Instruction 8,"Adjust can light trim ",2022-12-29,2023-01-05,Quality Control,Wilkinson Electric Inc,,2023-02-13,,False,True,False,False
T80506.170,Verified Complete (w/Photo),Historical Level 5 AE105>512 - Instruction 8,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2023-02-14,,False,True,True,False
T78240.82,Verified Complete (w/Photo),Historical Level 5 AE105>516 - Hallway,Clean carpet glue off wall,2022-12-29,2023-01-05,Quality Control,"Westland Construction, Inc.",Westland -- Historic,2023-02-13,,False,True,False,False
T80506.169,Verified Complete (w/Photo),Historical Level 5 AE105>513 - Instruction 9,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2023-02-13,,False,True,True,False
T80506.168,Verified Complete (w/Photo),Historical Level 5 AE105>513 - Instruction 9,"Receptacle needs to be cleaned or replaced ",2022-12-29,2023-01-05,Quality Control,"Westland Construction, Inc.",,2023-02-13,,False,True,False,False
T78240.81,Verified Complete (w/Photo),Historical Level 5 AE105>514 - Instruction 10,Gold leaf dark spots,2022-12-29,2023-01-05,Quality Control,"Finessed Finishes, Inc.",Gold Leafing -- Finessed Finishes,2023-02-13,,False,True,False,False
T80506.167,Verified Complete (w/Photo),Historical Level 5 AE105>514 - Instruction 10,"Touch up around window ",2022-12-29,2023-01-05,Quality Control,Re-View,,2023-02-17,,False,True,True,False
T80506.166,Verified Complete (w/Photo),Historical Level 5 AE105>516 - Hallway,Change sticker on FEC’s,2022-12-29,2023-01-05,Quality Control,"Westland Construction, Inc.",,2023-02-08,,False,True,False,False
